domain,question,answer,label
Behavioral,Describe a situation where you showed initiative.,"We were spending hours every week manually generating reports. I took the initiative to write a Python script that pulled the data from the API and generated the PDF automatically. This saved the team about 5 hours per week.",2
Behavioral,Describe a situation where you showed initiative.,"I did my work without being asked.",1
Behavioral,Describe a situation where you showed initiative.,"I showed up on time.",0
Technical,What is the purpose of the 'transient' keyword in Java?,"The 'transient' keyword is used in serialization. If you define any data member as transient, it will not be serialized. This is useful for security (like passwords) or for fields that can be derived from other fields.",2
Technical,What is the purpose of the 'transient' keyword in Java?,"It makes the variable temporary.",1
Technical,What is the purpose of the 'transient' keyword in Java?,"It makes the code invisible.",0
HR,What are your weaknesses?,"I sometimes struggle with public speaking. To improve, I joined a local Toastmasters club and have been volunteering to present our sprint demos. I'm getting much more comfortable with it now.",2
HR,What are your weaknesses?,"I work too hard.",1
HR,What are your weaknesses?,"I have a bad temper.",0
Technical,What is an IP address?,"An IP (Internet Protocol) address is a numerical label assigned to each device connected to a computer network that uses the Internet Protocol for communication. It serves two main functions: host or network interface identification and location addressing.",2
Technical,What is an IP address?,"It is your computer's phone number.",1
Technical,What is an IP address?,"It is the internet password.",0
Behavioral,How do you handle a colleague who is underperforming?,"I would first check in with them to see if they are facing any blockers or personal issues. If I'm their lead, I would set clear, measurable goals and offer support or pairing sessions. If the behavior continues, I would escalate it to management with documentation.",2
Behavioral,How do you handle a colleague who is underperforming?,"I tell them to work harder.",1
Behavioral,How do you handle a colleague who is underperforming?,"I complain to the boss.",0
Technical,What is the difference between a clustered and non-clustered index?,"A clustered index determines the physical order of data in a table; a table can have only one clustered index. A non-clustered index is stored separately from the data rows and contains pointers to the data; a table can have multiple non-clustered indices.",2
Technical,What is the difference between a clustered and non-clustered index?,"Clustered is sorted, non-clustered is not.",1
Technical,What is the difference between a clustered and non-clustered index?,"One is a cluster and one is not.",0
HR,Why should we hire you?,"I bring a unique combination of frontend expertise and UX design principles. In my last role, this dual skillset allowed me to reduce the feedback loop between design and engineering by 30%, resulting in faster product iterations.",2
HR,Why should we hire you?,"I am a good coder.",1
HR,Why should we hire you?,"Because I applied.",0
Technical,What is a semantic HTML element?,"Semantic HTML elements clearly describe their meaning in a human- and machine-readable way. Examples include <header>, <footer>, and <article>, as opposed to non-semantic elements like <div> and <span>. They improve accessibility and SEO.",2
Technical,What is a semantic HTML element?,"It is a tag with a name.",1
Technical,What is a semantic HTML element?,"It is a difficult HTML tag.",0
Behavioral,Tell me about a time you had to learn a new technology quickly.,"My company decided to switch from Jenkins to GitHub Actions for CI/CD. I spent the weekend reading the documentation and created a proof-of-concept pipeline. By Monday, I was able to demonstrate it to the team and we began the migration the following week.",2
Behavioral,Tell me about a time you had to learn a new technology quickly.,"I learned Java in college.",1
Behavioral,Tell me about a time you had to learn a new technology quickly.,"I don't like learning new things.",0
Technical,What is the difference between checked and unchecked exceptions in Java?,"Checked exceptions are checked at compile-time (e.g., IOException) and must be handled using try-catch or declared in the method signature. Unchecked exceptions occur at runtime (e.g., NullPointerException) and are not required to be explicitly handled.",2
Technical,What is the difference between checked and unchecked exceptions in Java?,"Checked implies you catch them, unchecked implies you don't.",1
Technical,What is the difference between checked and unchecked exceptions in Java?,"Checked means the code is correct.",0
HR,How do you stay organized?,"I use a combination of a digital calendar for meetings and a Kanban board (Trello) for task management. I review my board every morning to set my top 3 priorities for the day.",2
HR,How do you stay organized?,"I use a to-do list.",1
HR,How do you stay organized?,"I remember everything in my head.",0
Technical,What is the purpose of the 'volatile' keyword in Java?,"The 'volatile' keyword indicates that a variable's value will be modified by different threads. It ensures that the value of the variable is always read from the main memory, not from the thread's local cache, guaranteeing visibility of changes across threads.",2
Technical,What is the purpose of the 'volatile' keyword in Java?,"It means the variable changes a lot.",1
Technical,What is the purpose of the 'volatile' keyword in Java?,"It makes the variable dangerous.",0
Behavioral,Describe a time you had to persuade a stakeholder.,"The client wanted a feature that would compromise security. I explained the risks clearly, using a metaphor they understood, and proposed a secure alternative that achieved 90% of their goal. They appreciated the guidance and accepted the alternative.",2
Behavioral,Describe a time you had to persuade a stakeholder.,"I told them their idea was bad.",1
Behavioral,Describe a time you had to persuade a stakeholder.,"I just did what they asked.",0
Technical,What is a promise in JavaScript?,"A Promise is an object representing the eventual completion or failure of an asynchronous operation. It allows you to attach callbacks (with .then and .catch) to handle the result when it becomes available, avoiding 'callback hell'.",2
Technical,What is a promise in JavaScript?,"It guarantees code will run.",1
Technical,What is a promise in JavaScript?,"It is a pinky swear.",0
HR,What acts as a demotivator for you?,"Lack of clear direction or constantly shifting goalposts without explanation can be demotivating. I thrive when I understand the 'why' behind our work and have a stable target to aim for.",2
HR,What acts as a demotivator for you?,"Boring work.",1
HR,What acts as a demotivator for you?,"Working.",0
Technical,What is data normalization?,"Data normalization is the process of organizing data in a database to reduce redundancy and improve data integrity. It involves dividing large tables into smaller, related tables (1NF, 2NF, 3NF) to ensure dependencies are logical.",2
Technical,What is data normalization?,"It makes the data normal.",1
Technical,What is data normalization?,"It cleans the text.",0
Behavioral,Tell me about a time you worked with a difficult person.,"I had a teammate who was very critical of my code. I realized he was a perfectionist. I started asking for his input earlier in the design phase. This made him feel involved and respected, and his feedback became much more constructive and less combative.",2
Behavioral,Tell me about a time you worked with a difficult person.,"I ignored him.",1
Behavioral,Tell me about a time you worked with a difficult person.,"I got him fired.",0
Technical,What is the difference between shallow copy and deep copy?,"A shallow copy creates a new object but inserts references into it to the objects found in the original. A deep copy creates a new object and recursively copies the objects found in the original, meaning changes to the new object do not affect the original.",2
Technical,What is the difference between shallow copy and deep copy?,"Deep copy copies everything, shallow copy copies some things.",1
Technical,What is the difference between shallow copy and deep copy?,"Shallow copy is faster.",0
HR,Where do you see yourself in 5 years?,"I aim to be a Technical Lead. I want to have deep expertise in distributed systems and be responsible for mentoring junior engineers, helping them grow just as my mentors helped me.",2
HR,Where do you see yourself in 5 years?,"In a better job.",1
HR,Where do you see yourself in 5 years?,"On a beach.",0
Technical,What is an abstract class in C++?,"An abstract class in C++ is a class that contains at least one pure virtual function (declared with '= 0'). It cannot be instantiated and is designed to be a base class for other classes to inherit from.",2
Technical,What is an abstract class in C++?,"It is a class you can't use directly.",1
Technical,What is an abstract class in C++?,"It is a thought.",0
Behavioral,Give an example of a time you managed a conflict.,"During a project, two team members disagreed on the database schema. I organized a meeting where we whiteboarded both approaches and evaluated them against our scalability requirements. We found a hybrid solution that satisfied both concerns.",2
Behavioral,Give an example of a time you managed a conflict.,"I told them to compromise.",1
Behavioral,Give an example of a time you managed a conflict.,"I let them fight it out.",0
Technical,What is the purpose of the virtual DOM in React?,"The virtual DOM is a lightweight copy of the actual DOM. When state changes, React updates the virtual DOM first, compares it to the previous version (diffing), and then only updates the specific changed elements in the real DOM. This improves performance.",2
Technical,What is the purpose of the virtual DOM in React?,"It makes React faster.",1
Technical,What is the purpose of the virtual DOM in React?,"It is a fake website.",0
HR,What is your greatest strength?,"My ability to translate technical concepts for non-technical stakeholders. In my last role, this helped secure budget approval for a refactoring project because I could explain the business risks of technical debt clearly to the CFO.",2
HR,What is your greatest strength?,"I code fast.",1
HR,What is your greatest strength?,"I can lift heavy things.",0
Technical,What is Dependency Injection?,"Dependency Injection is a design pattern where a class's dependencies are provided from the outside rather than created internally. This promotes loose coupling and makes the code easier to test and maintain.",2
Technical,What is Dependency Injection?,"It injects code into the class.",1
Technical,What is Dependency Injection?,"It is a medical term.",0
Behavioral,Tell me about a time you made a mistake.,"I once pushed a configuration change to production that caused a brief outage. I immediately rolled back the change, then conducted a post-mortem to understand why our testing environment didn't catch it. We added a new automated test case to prevent recurrence.",2
Behavioral,Tell me about a time you made a mistake.,"I broke the build once.",1
Behavioral,Tell me about a time you made a mistake.,"I don't make mistakes.",0
Technical,What is the difference between a stack and a heap?,"The stack is used for static memory allocation and execution of threads (local variables, function calls). The heap is used for dynamic memory allocation where variables are stored globally. Stack access is faster than heap access.",2
Technical,What is the difference between a stack and a heap?,"Stack is organized, heap is messy.",1
Technical,What is the difference between a stack and a heap?,"They are data structures.",0
HR,Do you have any questions for us?,"Yes, I'm curious about the team structure. How does the engineering team collaborate with the product team during the roadmap planning phase?",2
HR,Do you have any questions for us?,"What are the perks?",1
HR,Do you have any questions for us?,"No.",0
Technical,What is a layout manager in Java Swing?,"A layout manager is an interface that handles the arrangement of components within a container. Examples include BorderLayout, FlowLayout, and GridLayout. It ensures the GUI adjusts correctly when the window is resized.",2
Technical,What is a layout manager in Java Swing?,"It arranges the buttons.",1
Technical,What is a layout manager in Java Swing?,"It manages the layout.",0
Behavioral,Describe a time you went above and beyond.,"A customer was having a critical issue on a Friday evening. Although support was officially closed, I stayed online, debugged the issue, and provided a patch. The customer later renewed their contract specifically citing that support experience.",2
Behavioral,Describe a time you went above and beyond.,"I worked late once.",1
Behavioral,Describe a time you went above and beyond.,"I did my job.",0
Technical,What is polymorphism?,"Polymorphism allows objects of different classes to be treated as objects of a common superclass. It enables a single interface to control access to a general class of actions. For example, a 'Shape' class can have a 'draw' method that behaves differently for 'Circle' and 'Square'.",2
Technical,What is polymorphism?,"It means many forms.",1
Technical,What is polymorphism?,"It changes the code shape.",0
HR,What motivates you?,"I'm motivated by solving complex problems. There's a specific satisfaction in taking a broken or inefficient system, debugging it, and optimizing it to run smoothly.",2
HR,What motivates you?,"Money.",1
HR,What motivates you?,"Nothing really.",0
Technical,What is CRUD?,"CRUD stands for Create, Read, Update, and Delete. These are the four basic operations of persistent storage. In SQL, they map to INSERT, SELECT, UPDATE, and DELETE.",2
Technical,What is CRUD?,"It stands for Create Read Update Delete.",1
Technical,What is CRUD?,"It is dirt.",0
Behavioral,Tell me about a time you had to adapt to a big change.,"Our company was acquired, and we had to switch our entire tech stack from .NET to Java. I embraced the challenge, took an evening course on Java, and helped my teammates migrate our core services within three months.",2
Behavioral,Tell me about a time you had to adapt to a big change.,"I had to learn a new language.",1
Behavioral,Tell me about a time you had to adapt to a big change.,"I quit.",0
Technical,What is the purpose of the 'static' keyword in C?,"In C, 'static' limits the scope of a global variable to the file it is declared in, preventing it from being accessed by other files. Inside a function, 'static' allows a variable to retain its value between function calls.",2
Technical,What is the purpose of the 'static' keyword in C?,"It makes the variable stay the same.",1
Technical,What is the purpose of the 'static' keyword in C?,"It stops the code from moving.",0
HR,How do you define success?,"I define success as delivering high-quality work that meets the user's needs while maintaining a healthy, collaborative team environment. If the client is happy and the team grew from the experience, that is success.",2
HR,How do you define success?,"Getting the job done.",1
HR,How do you define success?,"Making money.",0
Technical,What is a decorators in Python?,"A decorator is a design pattern in Python that allows a user to add new functionality to an existing object without modifying its structure. It is usually a function that takes another function as an argument and extends its behavior.",2
Technical,What is a decorators in Python?,"It decorates the code.",1
Technical,What is a decorators in Python?,"It makes the code look pretty.",0
Behavioral,Describe a time you used data to make a decision.,"We debated whether to support IE11. I pulled the analytics and showed that only 0.5% of our traffic came from IE11, but it cost us 20% of dev time. Based on this data, we decided to drop support and focus on modern features.",2
Behavioral,Describe a time you used data to make a decision.,"I looked at the charts and decided.",1
Behavioral,Describe a time you used data to make a decision.,"I guessed.",0
Technical,What is an interface?,"An interface is a contract in OOP that defines a set of methods that a class must implement. It does not contain any implementation logic (in most languages), ensuring that different classes can be used interchangeably if they implement the same interface.",2
Technical,What is an interface?,"It is the screen you see.",1
Technical,What is an interface?,"It connects things.",0
HR,Why is there a gap in your resume?,"I took a six-month sabbatical to travel and recharge. During that time, I also completed a certification in AWS Solutions Architecture to prepare for my next role.",2
HR,Why is there a gap in your resume?,"I was unemployed.",1
HR,Why is there a gap in your resume?,"None of your business.",0
Technical,What is the difference between TCP and UDP?,"TCP is connection-oriented and reliable, ensuring data arrives in order (e.g., for web pages). UDP is connectionless and unreliable but faster, used for real-time applications like streaming where a few lost packets don't matter.",2
Technical,What is the difference between TCP and UDP?,"TCP is slower.",1
Technical,What is the difference between TCP and UDP?,"UDP is a connector.",0
Behavioral,How do you handle ambiguous requirements?,"I schedule a meeting with the product owner to clarify the goals. I ask questions to identify the core problem and then propose a prototype or wireframe to validate my understanding before writing any production code.",2
Behavioral,How do you handle ambiguous requirements?,"I just start coding and hope for the best.",1
Behavioral,How do you handle ambiguous requirements?,"I wait for better instructions.",0
Technical,What is garbage collection?,"Garbage collection is an automatic memory management feature that finds and frees up memory that is no longer being used by the program (i.e., objects with no references), preventing memory leaks.",2
Technical,What is garbage collection?,"It cleans up the code.",1
Technical,What is garbage collection?,"It removes trash files.",0
HR,What is your ideal work environment?,"I thrive in a collaborative environment where open communication is encouraged. I value a mix of deep-focus time for coding and team brainstorming sessions for architectural planning.",2
HR,What is your ideal work environment?,"Quiet.",1
HR,What is your ideal work environment?,"My bed.",0
Technical,What is a linked list?,"A linked list is a linear data structure where elements are not stored in contiguous memory locations. Each element, or node, contains a data field and a reference (link) to the next node in the sequence.",2
Technical,What is a linked list?,"It is a list of links.",1
Technical,What is a linked list?,"It is a chain.",0
Behavioral,Tell me about a time you delegated a task.,"I was leading a project and realized I was the bottleneck for the UI work. I delegated the frontend components to a junior developer, providing clear wireframes and checking in daily. This allowed him to grow his skills and allowed me to focus on the backend integration.",2
Behavioral,Tell me about a time you delegated a task.,"I gave the easy work to the new guy.",1
Behavioral,Tell me about a time you delegated a task.,"I made someone else do it.",0
Technical,What is recursion?,"Recursion is a programming technique where a function calls itself to solve a problem. It requires a base case to stop the infinite loop. It is often used for traversing tree structures or solving mathematical problems like factorials.",2
Technical,What is recursion?,"It is a loop.",1
Technical,What is recursion?,"It is when code repeats.",0
HR,What are you looking for in a new position?,"I am looking for a role that challenges me technically, specifically in the area of distributed systems. I also value a company culture that invests in employee growth through mentorship and training.",2
HR,What are you looking for in a new position?,"More money.",1
HR,What are you looking for in a new position?,"A job.",0
Technical,What is SQL Injection?,"SQL injection is a security vulnerability where an attacker interferes with the queries an application makes to its database. It allows an attacker to view or modify data they shouldn't be able to access. It is prevented by using prepared statements.",2
Technical,What is SQL Injection?,"It is hacking a database.",1
Technical,What is SQL Injection?,"It is a virus.",0
Behavioral,Describe a time you had to compromise.,"I wanted to use a graph database for a new feature, but the DevOps team was concerned about the maintenance overhead. I compromised by using a recursive query structure in our existing relational database, which solved the problem without adding new infrastructure.",2
Behavioral,Describe a time you had to compromise.,"I let them win.",1
Behavioral,Describe a time you had to compromise.,"I gave up.",0
Technical,What is the 'this' keyword?,"In many languages like Java or JavaScript, 'this' refers to the current instance of the class or object. It is used to access members (methods or variables) of the current object from within that object.",2
Technical,What is the 'this' keyword?,"It points to this thing.",1
Technical,What is the 'this' keyword?,"It is a word.",0
HR,How do you handle stress?,"I step away from the keyboard for a short walk to clear my head. I also break down the stressful task into smaller, manageable lists so I can tackle them one by one.",2
HR,How do you handle stress?,"I just work through it.",1
HR,How do you handle stress?,"I panic.",0
Technical,What is Docker?,"Docker is a platform that uses OS-level virtualization to deliver software in packages called containers. Containers are isolated from one another and bundle their own software, libraries, and configuration files.",2
Technical,What is Docker?,"It is a virtual machine.",1
Technical,What is Docker?,"It is a whale.",0
Behavioral,Tell me about a time you disagreed with a boss.,"My manager wanted to launch a feature without mobile support. I presented data showing 60% of our users access the site via mobile. He agreed to delay the launch by one week to ensure the mobile experience was ready.",2
Behavioral,Tell me about a time you disagreed with a boss.,"I told him he was wrong.",1
Behavioral,Tell me about a time you disagreed with a boss.,"I ignored him.",0
Technical,What is a Hash Map?,"A Hash Map is a data structure that implements an associative array abstract data type, a structure that can map keys to values. It uses a hash function to compute an index into an array of buckets or slots.",2
Technical,What is a Hash Map?,"It maps keys to values.",1
Technical,What is a Hash Map?,"It is a map.",0
HR,What is your notice period?,"I have a standard two-week notice period. I am committed to documenting my work and ensuring a smooth transition for my team before I leave.",2
HR,What is your notice period?,"Two weeks.",1
HR,What is your notice period?,"I can leave now.",0
Technical,What is unit testing?,"Unit testing is a software testing method where individual units or components of a software are tested. The purpose is to validate that each unit of the software code performs as expected.",2
Technical,What is unit testing?,"It is testing code.",1
Technical,What is unit testing?,"It is a test.",0
Behavioral,Describe a time you made a tough decision.,"I had to decide between fixing a bug that affected 1% of users or building a new feature promised to a major client. I chose to build the feature to secure the contract, but I scheduled the bug fix for the immediate next sprint and communicated this transparency to the affected users.",2
Behavioral,Describe a time you made a tough decision.,"I flipped a coin.",1
Behavioral,Describe a time you made a tough decision.,"I don't know.",0
Technical,What is the MVC pattern?,"MVC stands for Model-View-Controller. It is an architectural pattern that separates an application into three main logical components: the Model (data), the View (user interface), and the Controller (logic that handles inputs).",2
Technical,What is the MVC pattern?,"It organizes code into three parts.",1
Technical,What is the MVC pattern?,"It is a design style.",0
HR,How do you prioritize work?,"I use the Eisenhower Matrix to categorize tasks by urgency and importance. I focus on high-impact, urgent tasks first, and I'm not afraid to delegate or reschedule lower-priority items.",2
HR,How do you prioritize work?,"I do the easy stuff first.",1
HR,What are three words your friends would use to describe you?,"loyal, tenacious, and funny.",2
HR,How do you prioritize work?,"I guess.",0
Technical,What is Git?,"Git is a distributed version control system used to track changes in source code during software development. It supports non-linear workflows and allows multiple developers to work on the same project simultaneously.",2
Technical,What is Git?,"It saves your code.",1
Technical,What is Git?,"It is GitHub.",0
Behavioral,Tell me about a time you worked under pressure.,"We had a critical server crash during a Black Friday sale. The pressure was immense. I organized a war room, assigned roles to each team member to check different logs, and we identified and fixed the issue within 15 minutes.",2
Behavioral,Tell me about a time you worked under pressure.,"I worked fast.",1
Behavioral,Tell me about a time you worked under pressure.,"I cried.",0
Technical,What is API?,"API stands for Application Programming Interface. It is a set of definitions and protocols for building and integrating application software. It allows two applications to talk to each other.",2
Technical,What is API?,"It lets programs talk.",1
Technical,What is API?,"It is code.",0
HR,What are your salary expectations?,"I am looking for a range between $90,000 and $100,000, depending on the benefits package.",2
HR,What are your salary expectations?,"Market rate.",1
HR,What are your salary expectations?,"A million dollars.",0
Technical,What is Big O notation?,"Big O notation is a mathematical notation that describes the limiting behavior of a function when the argument tends towards a particular value or infinity. In CS, it's used to classify algorithms according to how their run time or space requirements grow as the input size grows.",2
Technical,What is Big O notation?,"It measures speed.",1
Technical,What is Big O notation?,"It is a big letter O.",0
Behavioral,Describe a time you learned from a mistake.,"Early in my career, I didn't document my code well, which made onboarding a new hire difficult. I realized the importance of documentation. Now, I treat documentation as part of the Definition of Done for any task.",2
Behavioral,Describe a time you learned from a mistake.,"I write better code now.",1
Behavioral,Describe a time you learned from a mistake.,"I don't make mistakes.",0
Technical,What is a constructor?,"A constructor is a special method of a class or structure in object-oriented programming that initializes an object of that type. It sets the initial values for the object's member variables.",2
Technical,What is a constructor?,"It builds the object.",1
Technical,What is a constructor?,"It constructs things.",0
HR,Why do you want to work here?,"I've followed your company's work in renewable energy for years. I want to use my software skills to contribute to a mission I believe in.",2
HR,Why do you want to work here?,"It seems like a cool place.",1
HR,Why do you want to work here?,"I need a paycheck.",0
Technical,What is JSON?,"JSON (JavaScript Object Notation) is a lightweight data-interchange format. It is easy for humans to read and write and easy for machines to parse and generate. It is based on a subset of the JavaScript Programming Language.",2
Technical,What is JSON?,"It is a data format.",1
Technical,What is JSON?,"It is a person.",0
Behavioral,Tell me about a time you helped a coworker.,"A colleague was struggling to debug a race condition. I paused my own work to pair program with them. We traced the logs together and found the issue. I then shared some tools I use for debugging concurrency issues so they could handle it next time.",2
Behavioral,Tell me about a time you helped a coworker.,"I answered their question.",1
Behavioral,Tell me about a time you helped a coworker.,"I did their work for them.",0
Technical,What is inheritance in OOP?,"Inheritance is a mechanism in which one class acquires the property of another class. It supports the concept of hierarchical classification and promotes code reusability.",2
Technical,What is inheritance in OOP?,"It is using code from another class.",1
Technical,What is inheritance in OOP?,"It is getting money.",0
HR,What are your career goals?,"I want to progress from a Senior Developer to a Solution Architect. I am interested in designing large-scale systems and solving high-level architectural challenges.",2
HR,What are your career goals?,"To get promoted.",1
HR,What are your career goals?,"To retire.",0
Technical,What is CSS specificity?,"Specificity is the means by which browsers decide which CSS property values are the most relevant to an element and, therefore, will be applied. It is based on the matching rules composed of different types of CSS selectors.",2
Technical,What is CSS specificity?,"It decides which style wins.",1
Technical,What is CSS specificity?,"It is specific code.",0
Behavioral,Describe a time you had to pivot strategy.,"We were building a mobile app, but user testing showed people preferred a web interface. We pivoted the roadmap, halted mobile dev, and reallocated resources to the web team. It was a tough call but resulted in much higher adoption rates.",2
Behavioral,Describe a time you had to pivot strategy.,"We changed plans.",1
Behavioral,Describe a time you had to pivot strategy.,"I don't change plans.",0
Technical,What is a binary tree?,"A binary tree is a tree data structure in which each node has at most two children, which are referred to as the left child and the right child.",2
Technical,What is a binary tree?,"It is a tree with two branches.",1
Technical,What is a binary tree?,"It is nature.",0
HR,How do you handle boredom?,"I use downtime to refactor old code, update documentation, or learn a new tool that could benefit the team. There is always something that can be improved.",2
HR,How do you handle boredom?,"I browse the internet.",1
HR,How do you handle boredom?,"I sleep.",0
Technical,What is load balancing?,"Load balancing is the process of distributing network traffic across multiple servers. This ensures no single server bears too much demand, improving application responsiveness and availability.",2
Technical,What is load balancing?,"It balances the servers.",1
Technical,What is load balancing?,"It weighs the data.",0
Behavioral,Tell me about a time you persuaded someone.,"My product manager wanted to use a specific library that was no longer maintained. I researched alternatives and presented a comparison table showing security risks versus the benefits of a modern library. He was convinced and we went with the modern option.",2
Behavioral,Tell me about a time you persuaded someone.,"I argued until they agreed.",1
Behavioral,Tell me about a time you persuaded someone.,"I forced them.",0
Technical,What is a REST API?,"REST (Representational State Transfer) is an architectural style for providing standards between computer systems on the web, making it easier for systems to communicate with each other.",2
Technical,What is a REST API?,"It is a web link.",1
Technical,What is a REST API?,"It is for resting.",0
HR,What is your availability?,"I can start immediately after my two-week notice period.",2
HR,What is your availability?,"Soon.",1
HR,What is your availability?,"Now.",0
Technical,What is a microservice?,"Microservices is an architectural style that structures an application as a collection of services that are highly maintainable and testable, loosely coupled, independently deployable, and organized around business capabilities.",2
Technical,What is a microservice?,"It is a small program.",1
Technical,What is a microservice?,"It is a tiny computer.",0
Behavioral,Describe a time you took ownership.,"We discovered a data leak on a Sunday. Although I wasn't on call, I jumped online, patched the vulnerability, and wrote the incident report for the team to review on Monday. I wanted to ensure our users were safe.",2
Behavioral,Describe a time you took ownership.,"I fixed a bug.",1
Behavioral,Describe a time you took ownership.,"It wasn't my job.",0
Technical,What is ACID in databases?,"ACID stands for Atomicity, Consistency, Isolation, and Durability. These properties ensure that database transactions are processed reliably.",2
Technical,What is ACID in databases?,"It stands for Atomicity and other things.",1
Technical,What is ACID in databases?,"It is a chemical.",0
HR,What is your biggest failure?,"I once underestimated the complexity of a migration project, which led to a 2-week delay. I apologized to the stakeholders and created a new estimation framework that we still use today to prevent that from happening again.",2
HR,What is your biggest failure?,"I was late once.",1
HR,What is your biggest failure?,"I don't fail.",0
Technical,What is a lambda function?,"A lambda function is a small anonymous function. In Python, it can take any number of arguments, but can only have one expression.",2
Technical,What is a lambda function?,"It is a short function.",1
Technical,What is a lambda function?,"It is a Greek letter.",0
Behavioral,Tell me about a time you worked with a diverse team.,"I worked on a global project with team members in India, London, and New York. I learned to be mindful of time zones and cultural communication differences, which helped us collaborate effectively despite the distance.",2
Behavioral,Tell me about a time you worked with a diverse team.,"I worked with people from other places.",1
Behavioral,Tell me about a time you worked with a diverse team.,"I don't notice differences.",0
Technical,What is a foreign key?,"A foreign key is a field (or collection of fields) in one table that refers to the primary key in another table. It is used to prevent actions that would destroy links between tables.",2
Technical,What is a foreign key?,"It links tables.",1
Technical,What is a foreign key?,"It is a key from abroad.",0
HR,Who is your role model?,"I admire Satya Nadella for his empathy-led leadership style and how he transformed Microsoft's culture.",2
HR,Who is your role model?,"Steve Jobs.",1
HR,Who is your role model?,"Batman.",0
Technical,What is Continuous Integration?,"Continuous Integration (CI) is the practice of merging all developers' working copies to a shared mainline several times a day. It involves automated builds and tests to detect integration errors as quickly as possible.",2
Technical,What is Continuous Integration?,"It merges code often.",1
Technical,What is Continuous Integration?,"It combines things.",0
Behavioral,Describe a time you had to deliver bad news.,"I had to tell a client that their custom feature wouldn't be ready for the launch. I called them personally, explained the technical blockers, and offered a reduced-scope version that could be ready on time. They appreciated the transparency.",2
Behavioral,Describe a time you had to deliver bad news.,"I sent an email.",1
Behavioral,Describe a time you had to deliver bad news.,"I hid.",0
Technical,What is a deadlock?,"A deadlock is a situation in concurrent computing where two or more processes are blocked because each is waiting for the other to release a resource.",2
Technical,What is a deadlock?,"It is when the computer freezes.",1
Technical,What is a deadlock?,"It is a broken lock.",0
HR,How do you handle criticism?,"I view criticism as a tool for growth. I listen actively, ask clarifying questions, and thank the person for their feedback. Then I work on a plan to improve.",2
HR,How do you handle criticism?,"I take it okay.",1
HR,How do you handle criticism?,"I get mad.",0
Technical,What is NoSQL?,"NoSQL databases are non-tabular databases and store data differently than relational tables. They come in a variety of types based on their data model, including documents, key-values, and graphs.",2
Technical,What is NoSQL?,"It is not SQL.",1
Technical,What is NoSQL?,"It is a fast database.",0
Behavioral,Tell me about a time you improved a process.,"Our onboarding process took 3 days. I created a wiki with setup scripts and documentation. This reduced onboarding time to 4 hours.",2
Behavioral,Tell me about a time you improved a process.,"I wrote some docs.",1
Behavioral,Tell me about a time you improved a process.,"I didn't change anything.",0
Technical,What is a singleton?,"The singleton pattern is a software design pattern that restricts the instantiation of a class to one 'single' instance.",2
Technical,What is a singleton?,"It is a single object.",1
Technical,What is a singleton?,"It is being single.",0
HR,Why are you the best candidate?,"My combination of technical skills in Python and my leadership experience makes me a perfect fit. I can write the code, but I can also mentor the juniors you are looking to hire.",2
HR,Why are you the best candidate?,"I am good.",1
HR,Why are you the best candidate?,"Please hire me.",0
Technical,What is encapsulation?,"Encapsulation is the packing of data and functions into a single component. It allows selective hiding of properties and methods in an object.",2
Technical,What is encapsulation?,"It hides code.",1
Technical,What is encapsulation?,"It is a capsule.",0
Behavioral,Describe a time you were creative.,"We had a limited budget for user testing. I set up a 'coffee shop' test where we bought people coffee in exchange for 5 minutes of testing our app. We got great feedback for $50.",2
Behavioral,Describe a time you were creative.,"I made a nice logo.",1
Behavioral,Describe a time you were creative.,"I am not creative.",0
Technical,What is an algorithm?,"An algorithm is a step-by-step procedure for calculations, data processing, and automated reasoning.",2
Technical,What is an algorithm?,"It is code logic.",1
Technical,What is an algorithm?,"It is magic.",0
HR,What are your hobbies?,"I enjoy rock climbing because it requires problem-solving and focus, similar to coding. I also love cooking.",2
HR,What are your hobbies?,"Video games.",1
HR,What are your hobbies?,"None.",0
Technical,What is the DOM?,"The Document Object Model (DOM) is a programming interface for HTML and XML documents. It represents the page so that programs can change the document structure, style, and content.",2
Technical,What is the DOM?,"It is the HTML.",1
Technical,What is the DOM?,"It is a person.",0
Behavioral,Tell me about a time you sacrificed short-term gain for long-term success.,"We could have hard-coded a solution to meet a deadline, but I pushed to build a configurable engine instead. It took 2 extra days then, but has saved us weeks of work for every new client since.",2
Behavioral,Tell me about a time you sacrificed short-term gain for long-term success.,"I worked late.",1
Behavioral,Tell me about a time you sacrificed short-term gain for long-term success.,"I don't know.",0
Technical,What is latency?,"Latency is the time delay between the cause and the effect of some physical change in the system being observed. In networking, it is the time it takes for a packet to travel from source to destination.",2
Technical,What is latency?,"It is lag.",1
Technical,What is latency?,"It is being late.",0
HR,Do you prefer working alone or in a team?,"I enjoy both. I like the collaboration of a team for brainstorming and code reviews, but I also value quiet time to focus deeply on complex implementation tasks.",2
HR,Do you prefer working alone or in a team?,"Team.",1
HR,Do you prefer working alone or in a team?,"Alone.",0
Technical,What is a compiler?,"A compiler is a computer program that translates computer code written in one programming language (the source language) into another language (the target language), often binary machine code.",2
Technical,What is a compiler?,"It runs the code.",1
Technical,What is a compiler?,"It is a file.",0
