question,ideal_answer,user_answer,label
What is a USB?,"USB (Universal Serial Bus) is an industry standard that establishes specifications for cables, connectors and protocols for connection, communication and power supply between computers, peripherals and other computers.",It is a stick you put in the computer.,1
What is a VLAN?,A VLAN (Virtual Local Area Network) is a logical subnetwork that groups a collection of devices from different physical LANs. It improves security and performance by segmenting traffic.,It is a wireless network for locals.,0
What is a backup?,A backup is a copy of computer data taken and stored elsewhere so that it may be used to restore the original after a data loss event.,It is a copy of your files.,2
What is a backup?,A backup is a copy of computer data taken and stored elsewhere so that it may be used to restore the original after a data loss event.,It is when you drive the car in reverse.,0
What is a batch?,Batch processing is the execution of a series of jobs in a program on a computer without manual intervention (non-interactive).,It is a group.,1
What is a battery?,A battery is a device consisting of one or more electrochemical cells with external connections for powering electrical devices.,It powers the laptop.,2
What is a binary system?,The binary system is a system of numerical notation that has 2 rather than 10 as a base. It uses 0 and 1.,It is ones and zeros.,2
What is a binary tree?,"A binary tree is a tree data structure in which each node has at most two children, which are referred to as the left child and the right child.",It is a tree with ones and zeros.,1
What is a bit?,A bit is the most basic unit of information in computing and digital communications. It represents a logical state with one of two possible values (0 or 1).,It is a small amount.,0
What is a boolean operator?,"Boolean operators are simple words (AND, OR, NOT or AND NOT) used as conjunctions to combine or exclude keywords in a search, resulting in more focused and productive results.",It is a math symbol.,0
What is a boolean?,"A boolean is a data type that has one of two possible values (usually denoted true and false), intended to represent the two truth values of logic.",It is a true or false value.,2
What is a branch in Git?,A branch represents an independent line of development. It allows you to work on different versions of a project at one time.,It is a separate line of development in the code.,2
What is a browser?,A web browser is a software application for accessing information on the World Wide Web.,It is Google.,1
What is a browser?,A web browser is a software application for accessing information on the World Wide Web.,It is a person who looks at clothes in a store but doesn't buy anything.,0
What is a brute force attack?,A brute force attack consists of an attacker submitting many passwords or passphrases with the hope of eventually guessing correctly.,It is hitting the computer hard.,0
What is a bug in software?,"A bug is an error, flaw, failure, or fault in a computer program or system that causes it to produce an incorrect or unexpected result.",It is an insect that crawls inside the computer case.,0
What is a bug?,"A bug is an error, flaw, failure or fault in a computer program or system that causes it to produce an incorrect or unexpected result, or to behave in unintended ways.",It is an insect.,0
What is a byte?,A byte is a unit of digital information that most commonly consists of eight bits.,It is a bite of food.,0
What is a cache?,A cache is a hardware or software component that stores data so that future requests for that data can be served faster.,It stores things.,1
What is a capacitor?,A capacitor is a device that stores electrical energy in an electric field. It is a passive electronic component with two terminals.,It holds charge.,2
What is a character?,"In computer science, a character is a display unit of information equivalent to one alphabetic letter or symbol.",It is a letter.,2
What is a click?,A click is the act of pressing a computer mouse button.,It is pressing.,1
What is a client?,A client is a piece of computer hardware or software that accesses a service made available by a server.,It is a customer.,0
What is a client?,A client is a piece of computer hardware or software that accesses a service made available by a server.,It is a computer or program that requests services from a server.,2
What is a client?,A client is a piece of computer hardware or software that accesses a service made available by a server.,It is the computer or program that asks for data or services from a server.,2
What is a command?,"A command is a directive to a computer program acting as an interpreter of some kind, in order to perform a specific task.",It is an order.,1
What is a compiler?,A compiler is a special program that processes statements written in a particular programming language and turns them into machine language or 'code' that a computer's processor uses.,It compiles files.,1
What is a computer?,A computer is a machine that can be instructed to carry out sequences of arithmetic or logical operations automatically via computer programming.,It is a machine.,2
What is a console?,A video game console is an electronic device that outputs a video signal or image to display a video game that can be played with a game controller.,It is for games.,2
What is a constructor?,A constructor is a special method of a class or structure in object-oriented programming that initializes a newly created object of that type. It sets the initial values for the object's attributes.,It is a person who builds the software architecture.,0
What is a cookie?,A cookie is a small piece of data stored on the user's computer by the web browser while browsing a website. It is used to remember stateful information or to record the user's browsing activity.,It is a sweet snack.,0
What is a copy?,Copy is a command that places a duplicate of the selected data on the clipboard.,It makes a copy.,1
What is a cut?,Cut is a command that removes the selected data from its original position and places it on the clipboard.,It removes it.,1
What is a data structure?,"A data structure is a data organization, management, and storage format that enables efficient access and modification.",It is a way of organizing and storing data.,2
What is a database index?,A database index is a data structure that improves the speed of data retrieval operations on a database table at the cost of additional writes and storage space.,It is a list of data.,1
What is a database schema?,A database schema is the skeleton structure that represents the logical view of the entire database. It defines how the data is organized and how the relations among them are associated.,It is the drawing of the database.,1
What is a database schema?,A database schema is the skeleton structure that represents the logical view of the entire database. It defines how the data is organized and how the relations among them are associated.,It is the structure of the database defining tables and relationships.,2
What is a database?,"A database is an organized collection of data, generally stored and accessed electronically from a computer system.",It is where you keep files.,1
What is a database?,"A database is an organized collection of data, generally stored and accessed electronically from a computer system.",It is a base where data agents hang out.,0
What is a dataframe?,A dataframe is a 2-dimensional labeled data structure with columns of potentially different types. It is similar to a spreadsheet or SQL table.,It is a frame for data.,1
What is a deadlock in OS?,Deadlock is a state where a set of processes are blocked because each process is holding a resource and waiting for another resource acquired by some other process.,It is when the computer stops working.,1
What is a deadlock?,"A deadlock is a situation in computing where two or more processes are each waiting for the other to release a resource, or more than two processes are waiting for resources in a circular chain.",It is when the computer freezes and you have to restart it.,1
What is a delete?,Delete is a command that removes data from a file or system.,It erases it.,1
What is a diode?,"A diode is a two-terminal electronic component that conducts current primarily in one direction; it has low resistance in one direction, and high resistance in the other.",It lets current flow one way.,2
What is a directory?,"A directory is a file system cataloging structure which contains references to other computer files, and possibly other directories.",It is a folder.,2
What is a domain?,A domain is a group of computers and devices on a network that are administered as a unit with common rules and procedures.,It is a website.,1
What is a double-click?,A double-click is the act of pressing a computer mouse button twice quickly.,It is clicking twice.,1
What is a double?,A double is a fundamental data type built into the compiler and used to define numeric variables holding numbers with decimal points.,It is a number.,0
What is a drag and drop?,Drag and drop is a pointing device gesture in which the user selects a virtual object by 'grabbing' it and dragging it to a different location or onto another virtual object.,It is moving things.,1
What is a file extension?,A file extension is a suffix to the name of a computer file. It indicates the file format of the file content.,It tells you what kind of file it is.,2
What is a file?,A computer file is a computer resource for recording data discretely in a computer storage device.,It saves work.,1
What is a firewall?,A firewall is a network security system that monitors and controls incoming and outgoing network traffic based on predetermined security rules.,It stops fires.,0
What is a firewall?,A firewall is a network security system that monitors and controls incoming and outgoing network traffic based on predetermined security rules.,It is a security guard for your network that checks traffic and blocks anything that looks dangerous.,2
What is a firewall?,A firewall is a network security system that monitors and controls incoming and outgoing network traffic based on predetermined security rules.,It is a wall made of fire used to burn trash.,0
What is a floating point?,Floating-point arithmetic is arithmetic using formulaic representation of real numbers as an approximation so as to support a trade-off between range and precision.,It is a decimal number.,1
What is a flowchart?,"A flowchart is a type of diagram that represents a workflow or process. A flowchart can also be defined as a diagrammatic representation of an algorithm, a step-by-step approach to solving a task.",It is a chart with arrows.,2
What is a folder?,"A folder is a virtual container within a digital file system, in which groups of files and other folders can be kept and organized.",It holds files.,2
What is a folder?,"A folder is a virtual container within a digital file system, in which groups of files and other folders can be kept and organized.",It is a place to store files and other folders to keep them organized.,2
What is a foreign key constraint?,A foreign key constraint is a rule that maintains data integrity by preventing actions that would destroy links between tables. It ensures that a value in one table matches a value in another.,It links two tables together.,1
What is a foreign key in a database?,A foreign key is a column or group of columns in a table that links to the primary key in another table. It ensures referential integrity between the two tables.,"It is a field that connects one table to another by matching the primary key, ensuring the data relationship is valid.",2
What is a foreign key?,A foreign key is a field (or collection of fields) in one table that refers to the primary key in another table. It acts as a cross-reference between tables to establish a link between the data.,It is a key that comes from a different database.,0
What is a framework?,A framework is a platform for developing software applications. It provides a foundation on which software developers can build programs for a specific platform.,It is a library of code.,1
What is a framework?,A framework is a platform for developing software applications. It provides a foundation on which software developers can build programs for a specific platform.,It is a structure or platform used to build software.,2
What is a function?,"A function is a block of organized, reusable code that is used to perform a single, related action.",It does something.,1
What is a function?,"A function is a block of organized, reusable code that is used to perform a single, related action.",It is a block of code designed to perform a particular task.,2
What is a group?,A group is a collection of user accounts that share the same security rights and permissions.,It is a bunch of people.,1
What is a guest?,"A guest account is a user account that allows a user to log on to a network or computer without a password, but with limited rights.",It is a visitor.,2
What is a hard drive?,A hard disk drive (HDD) is an electro-mechanical data storage device that stores and retrieves digital data using magnetic storage and one or more rigid rapidly rotating platters coated with magnetic material.,It stores data.,2
What is a hash map?,"A hash map is a data structure that implements an associative array, mapping keys to values. It uses a hash function to compute an index into an array of buckets.",It is a data structure that stores key-value pairs. It uses a hashing formula to figure out where to store and find data quickly.,2
What is a hash table?,"A hash table is a data structure that implements an associative array abstract data type, a structure that can map keys to values. It uses a hash function to compute an index into an array of buckets or slots.",A hash table is a list where you can store data. It is very fast for looking things up.,1
What is a heuristic?,"A heuristic is a technique designed for solving a problem more quickly when classic methods are too slow, or for finding an approximate solution when classic methods fail to find any exact solution.",It is a rule of thumb.,1
What is a job?,A job is a unit of work that a computer system processes.,It is work.,1
What is a kernel?,"The kernel is the essential center of a computer operating system, the core that provides basic services for all other parts of the OS. It manages the operations of the computer and the hardware.",It is a piece of corn.,0
What is a keyboard?,A keyboard is a typewriter-style device which uses an arrangement of buttons or keys to act as mechanical levers or electronic switches.,It is for typing.,2
What is a keyboard?,A keyboard is a typewriter-style device which uses an arrangement of buttons or keys to act as mechanical levers or electronic switches.,It is a musical instrument like a piano.,0
What is a lambda function?,"A lambda function is a small, anonymous function defined without a name. In Python, it can take any number of arguments but can only have one expression.",It is a function that is hard to find.,0
What is a laptop?,"A laptop is a small, portable personal computer (PC) with a screen and alphanumeric keyboard.",It is a portable computer.,2
What is a laptop?,"A laptop is a small, portable personal computer (PC) with a screen and alphanumeric keyboard.",It is a computer.,1
What is a left join in SQL?,"A LEFT JOIN returns all records from the left table (table1), and the matched records from the right table (table2). The result is NULL from the right side if there is no match.",A left join combines two tables but keeps everything from the first table and adds matching data from the second table.,2
What is a library?,"A library is a collection of non-volatile resources used by computer programs, often for software development. These may include configuration data, documentation, help data, message templates, pre-written code and subroutines, classes, values or type specifications.",It is where you get books.,0
What is a linked list?,A linked list is a linear data structure where elements are not stored at contiguous memory locations. The elements are linked using pointers.,It is a list that is linked to the internet.,0
What is a logic gate?,"A logic gate is an idealized or physical device implementing a Boolean function; that is, it performs a logical operation on one or more binary inputs and produces a single binary output.",It is a gate in the computer.,1
What is a login?,"Login is the procedure used to gain access to an operating system or application, usually by entering a username and password.",It is signing in.,2
What is a logout?,Logout is the process of terminating access to a computer system or application.,It is signing out.,2
What is a logout?,Logout is the process of terminating access to a computer system or application.,It is leaving.,1
What is a loop?,A loop is a programming structure that repeats a sequence of instructions until a specific condition is met.,It is a circle.,0
What is a macro?,A macro is a programmable pattern which translates a certain sequence of input into a preset sequence of output. It is often used to automate repetitive tasks.,It is a big command.,1
What is a mainframe?,"Mainframes are computers used primarily by large organizations for critical applications; bulk data processing, such as census, industry and consumer statistics, enterprise resource planning; and transaction processing.",It is a big computer.,2
What is a merge conflict?,"A merge conflict occurs when Competing changes are made to the same line of a file, or when one person edits a file and another person deletes the same file while working on different branches.",It happens when two people change the same part of a file and Git doesn't know which one to keep.,2
What is a microchip?,A microchip is a unit of packaged computer circuitry (usually called an integrated circuit) that is manufactured from a material such as silicon.,It is a really small potato chip.,0
What is a microphone?,A microphone is a device that captures audio by converting sound waves into an electrical signal.,It is for talking.,2
What is a microphone?,A microphone is a device that captures audio by converting sound waves into an electrical signal.,It is for sound.,1
What is a microservice?,"A microservice is a small, autonomous service that performs a specific business function. It communicates with other services via APIs and can be deployed and scaled independently.","It is a small, independent application that handles one specific job and talks to other parts of the system through an API.",2
What is a monitor?,A monitor is an electronic visual display for computers.,It monitors the computer.,1
What is a monitor?,A monitor is an electronic visual display for computers.,It is a screen.,1
What is a monitor?,A monitor is an electronic visual display for computers.,It is a lizard that lives in the desert.,0
What is a motherboard?,A motherboard is the main printed circuit board (PCB) in general-purpose computers and other expandable systems. It holds and allows communication between many of the crucial electronic components of a system.,It is the main board.,2
What is a mouse?,A mouse is a hand-held pointing device that detects two-dimensional motion relative to a surface.,It is an animal.,0
What is a mouse?,A mouse is a hand-held pointing device that detects two-dimensional motion relative to a surface.,It moves the cursor.,1
What is a network?,A computer network is a set of computers sharing resources located on or provided by network nodes.,It is a group of people.,0
What is a network?,A computer network is a set of computers sharing resources located on or provided by network nodes.,It is connected computers.,1
What is a packet?,"A packet is a small segment of a larger message. Data sent over computer networks, such as the Internet, is divided into packets.",It is a box.,0
What is a parameter?,"A parameter is a special kind of variable, used in a subroutine to refer to one of the pieces of data provided as input to the subroutine.",It is an input.,2
What is a password?,A password is a string of characters used to verify the identity of a user during the authentication process.,It is a secret word.,2
What is a password?,A password is a string of characters used to verify the identity of a user during the authentication process.,It is the word you say to get into a secret treehouse.,0
What is a paste?,Paste is a command that inserts data from the clipboard into an application.,It puts it there.,1
What is a path?,A path is a string of characters used to uniquely identify a location in a directory structure.,It is a road.,0
What is a peripheral device?,"A peripheral is an auxiliary device used to put information into and get information out of the computer, like a mouse or keyboard.",It is an extra part.,1
What is a permission?,Permissions are access rights given to specific users or groups of users to access specific files or directories.,It is being allowed to do something.,2
What is a pixel?,A pixel is the smallest controllable element of a picture represented on the screen.,It is a dot on the screen.,2
What is a pixel?,A pixel is the smallest controllable element of a picture represented on the screen.,It is a dot.,1
What is a platform?,A computing platform or digital platform is the environment in which a piece of software is executed.,It is a stage.,0
What is a pointer in C++?,A pointer is a variable that stores the memory address of another variable. Pointers are used for dynamic memory allocation and for efficient array and structure handling.,A pointer points to a specific location on the screen.,0
What is a pointer?,A pointer is an object in many programming languages that stores a memory address.,It is a variable that stores the address of another variable.,2
What is a port?,"In computer networking, a port is a communication endpoint.",It is a virtual point where network connections start and end.,2
What is a presentation?,"A presentation is a means of communication that can be adapted to various speaking situations, such as talking to a group, addressing a meeting or briefing a team.",It is a talk.,1
What is a primary key in a database?,"A primary key is a unique identifier for a record in a database table, ensuring that no two rows are identical.",It is the key that opens the front door of the office building.,0
What is a primary key?,A primary key is a specific choice of a minimal set of attributes (columns) that uniquely specify a tuple (row) in a relation (table). It cannot contain null values.,A primary key is the most important column in the table.,1
What is a printer?,A printer is a peripheral machine which makes a persistent human-readable representation of graphics or text on paper or similar physical media.,It prints paper.,2
What is a printer?,A printer is a peripheral machine which makes a persistent human-readable representation of graphics or text on paper or similar physical media.,It prints.,1
What is a process?,"In computing, a process is the instance of a computer program that is being executed by one or many threads.",It is a way of doing things.,1
What is a process?,"In computing, a process is the instance of a computer program that is being executed by one or many threads.",It is a program in execution.,2
What is a prompt?,A prompt is a text or symbol used to represent the system's readiness to perform the next command.,It asks you something.,1
What is a protocol?,A communication protocol is a system of rules that allows two or more entities of a communications system to transmit information via any kind of variation of a physical quantity.,It is a rule.,1
What is a protocol?,A communication protocol is a system of rules that allows two or more entities of a communications system to transmit information via any kind of variation of a physical quantity.,It is a set of rules for communication.,2
What is a pull request?,A pull request is a method of submitting contributions to an open development project. It lets you tell others about changes you've pushed to a branch in a repository on GitHub.,It is a request to merge your code changes into the main branch.,2
What is a query?,A query is a request for data or information from a database table or combination of tables.,It is a question.,1
What is a queue?,A queue is a linear data structure that follows the FIFO (First In First Out) principle. The first element added is the first one removed.,"It is a list where the first item in is the first item out, just like a line at a store.",2
What is a redo?,Redo is a command that restores any actions that were previously undone using an undo.,It does it again.,1
What is a relentless focus on the customer?,It means making every decision with the customer's needs and experience in mind. It involves actively seeking feedback and prioritizing features that solve real user problems.,It means doing whatever the customer says.,1
What is a repository?,A repository is a central file storage location. It is used by version control systems to store multiple versions of files.,It is where the code and its history are stored.,2
What is a resistor?,A resistor is a passive two-terminal electrical component that implements electrical resistance as a circuit element.,It resists current.,2
What is a restart?,Rebooting is the process of restarting a running computer system.,It is turning it off and on.,1
What is a return value?,A return value is the information that a function or method outputs or yields to the code that called it.,It is the answer.,1
What is a role?,A role is a set of permissions that can be assigned to a user or group of users.,It is a job.,1
What is a root directory?,The root directory is the first or top-most directory in a hierarchy. It contains all other directories and files on the drive.,It is the main folder.,2
What is a save?,"Save is a command that writes data to a storage medium, such as a file or database.",It keeps it.,1
What is a scanner?,"A scanner is a device that captures images from photographic prints, posters, magazine pages, and similar sources for computer editing and display.",It scans things.,2
What is a scanner?,"A scanner is a device that captures images from photographic prints, posters, magazine pages, and similar sources for computer editing and display.",It scans.,1
What is a script?,A script is a program or sequence of instructions that is interpreted or carried out by another program rather than by the computer processor (as a compiled program is).,It is a play.,0
What is a semiconductor?,"A semiconductor is a material product usually comprised of silicon, which conducts electricity more than an insulator, such as glass, but less than a pure conductor, such as copper or aluminum.",It conducts electricity partially.,2
What is a server?,"A server is a computer or system that provides resources, data, services, or programs to other computers, known as clients, over a network.",It serves data to other computers.,2
What is a server?,"A server is a computer or system that provides resources, data, services, or programs to other computers, known as clients, over a network.",It serves food.,0
What is a server?,"A server is a computer or system that provides resources, data, services, or programs to other computers, known as clients, over a network.",It is a computer that provides data or services to other computers.,2
What is a server?,"A server is a computer or system that provides resources, data, services, or programs to other computers, known as clients, over a network.",It is a powerful computer that stores data and runs services for other computers to use.,2
What is a server?,"A server is a computer or system that provides resources, data, services, or programs to other computers, known as clients, over a network.",A server is the person who brings you your food at a restaurant.,0
What is a session?,"A session is a temporary and interactive information interchange between two or more communicating devices, or between a computer and user.",It is a meeting.,1
What is a shell?,A shell is a computer program which exposes an operating system's services to a human user or other program.,It is a sea shell.,0
What is a shutdown?,Shutdown is the process of closing all software programs in preparation to turn off the computer's power.,It is turning it off.,1
What is a singleton class?,A singleton class is a class that is defined in such a way that only one instance of the class can be created. It provides a global point of access to this instance.,It is a class that is single and has no other classes related to it.,0
What is a singleton design pattern?,"The Singleton pattern ensures that a class has only one instance and provides a global point of access to that instance. It is often used for logging, driver objects, caching, and thread pools.",It is a design pattern that restricts a class to a single object instance and gives you a global way to access that specific object.,2
What is a smartphone?,A smartphone is a portable computer device that combines mobile telephone and computing functions into one unit.,It is a phone.,2
What is a socket?,A network socket is a software structure within a network node of a computer network that serves as an endpoint for sending and receiving data across the network.,It is an endpoint for communication between two machines.,2
What is a speaker?,"Computer speakers, or multimedia speakers, are speakers sold for use with computers, although usually capable of other audio uses.",It makes sound.,2
What is a speaker?,"Computer speakers, or multimedia speakers, are speakers sold for use with computers, although usually capable of other audio uses.",It makes noise.,1
What is a spreadsheet?,"A spreadsheet is a computer application for organization, analysis, and storage of data in tabular form.",It is Excel.,1
What is a spreadsheet?,"A spreadsheet is a computer application for organization, analysis, and storage of data in tabular form.",It is a sheet you put on a bed.,0
What is a sprint in Scrum?,"A sprint is a short, time-boxed period when a scrum team works to complete a set amount of work. Sprints are at the very heart of scrum and agile methodologies.",It is a set period of time during which specific work has to be completed and made ready for review.,2
What is a stack data structure?,A stack is a linear data structure which follows a particular order in which the operations are performed. The order is LIFO (Last In First Out).,It is a pile of data.,1
What is a string?,"A string is a data type used in programming, such as an integer and floating-point unit, but is used to represent text rather than numbers.",It is text.,2
What is a syntax error?,"A syntax error is an error in the source code of a program. Since computer programs must follow strict syntax to compile or execute, any aspect of the code that violates these rules is a syntax error.",It is a typo in the code.,2
What is a tablet?,"A tablet is a mobile device, typically with a mobile operating system and touchscreen display processing circuitry, and a rechargeable battery in a single, thin and flat package.",It is a big phone.,1
What is a terminal?,"A terminal is an electronic or electromechanical hardware device that is used for entering data into, and displaying data from, a computer or a computing system.",It is where the bus stops.,0
What is a thread?,A thread is the smallest sequence of programmed instructions that can be managed independently by a scheduler.,It is a string.,0
What is a transistor?,A transistor is a semiconductor device used to amplify or switch electrical signals and power. It is one of the basic building blocks of modern electronics.,It is a switch.,1
What is a unit test?,A unit test is a way of testing a unit - the smallest piece of code that can be logically isolated in a system.,"It tests a small, specific part of the code.",2
What is a user story?,"A user story is an informal, general explanation of a software feature written from the perspective of the end user. Its purpose is to articulate how a software feature will provide value to the customer.",It describes a feature from the user's perspective.,2
What is a user?,A user is a person who utilizes a computer or network service.,It is a person.,2
What is a username?,A username is a name that uniquely identifies someone on a computer system.,It is a name.,1
What is a variable in programming?,"A variable is a storage location paired with an associated symbolic name, which contains some known or unknown quantity of information referred to as a value.",It is something that changes.,1
What is a variable in programming?,"A variable is a storage location paired with an associated symbolic name, which contains some known or unknown quantity of information referred to as a value.",It is something that changes the weather outside.,0
What is a variable?,"A variable is a container for storing data values. In programming, it has a name, a type, and a value that can be changed during the execution of the program.",It is something that varies.,1
What is a virtual environment in Python?,"A virtual environment is a self-contained directory tree that contains a Python installation for a particular version of Python, plus a number of additional packages. It prevents dependency conflicts between projects.",It is a simulation of a computer.,0
What is a virtual machine?,A virtual machine (VM) is a compute resource that uses software instead of a physical computer to run programs and deploy apps. It acts like a separate computer inside your main computer.,It is a fake computer.,1
What is a vulnerability?,"A vulnerability is a weakness which can be exploited by a threat actor, such as an attacker, to perform unauthorized actions within a computer system.",It is being weak.,0
What is a wearable?,"Wearable technology is a category of electronic devices that can be worn as accessories, embedded in clothing, implanted in the user's body, or tattooed on the skin.",It is a watch.,1
What is a webcam?,"A webcam is a video camera that feeds or streams an image or video in real time to or through a computer to a computer network, such as the Internet.",It is a camera.,2
What is a wild card?,A wildcard character is a special character that represents one or more other characters.,It is a card in a game.,0
What is a word processor?,"A word processor is a device or computer program that provides for input, editing, formatting, and output of text.",It is Word.,1
What is a workgroup?,A workgroup is a collection of computers on a local area network (LAN) that share common resources and responsibilities.,It is a group at work.,1
What is a zip file?,A ZIP file is a computer file format that supports lossless data compression. A ZIP file may contain one or more files or directories that may have been compressed.,It is a compressed folder.,2
What is agile methodology?,Agile is an iterative approach to project management and software development that helps teams deliver value to their customers faster.,It means doing yoga so you are flexible.,0
What is an API endpoint?,An API endpoint is a specific location within an API that accepts requests and sends back responses. It is effectively a URL that allows you to access specific data or features.,It is where the API ends.,1
What is an API?,An API (Application Programming Interface) is a set of rules and protocols that allows different software applications to communicate with each other. It defines methods and data formats that developers can use to interact with a system.,It stands for Application Programming Interface. It lets different programs talk to each other.,2
What is an IP address?,An Internet Protocol (IP) address is a numerical label assigned to each device connected to a computer network that uses the Internet Protocol for communication.,It is your computer's phone number.,1
What is an IP address?,An Internet Protocol (IP) address is a numerical label assigned to each device connected to a computer network that uses the Internet Protocol for communication.,"It is a unique number that identifies a device on a network, like a phone number for a computer.",2
What is an administrator?,"An administrator is a person responsible for the upkeep, configuration, and reliable operation of computer systems; especially multi-user computers, such as servers.",It is the boss of the computer.,1
What is an algorithm?,"An algorithm is a step-by-step procedure or set of rules to be followed in calculations or other problem-solving operations, especially by a computer.",It is a math problem that computers solve.,1
What is an algorithm?,"An algorithm is a step-by-step procedure or set of rules to be followed in calculations or other problem-solving operations, especially by a computer.",It is a specific set of instructions for solving a problem or completing a task.,2
What is an app?,An application program (app) is a computer program designed to carry out a specific task other than one relating to the operation of the computer itself.,It is a game.,0
What is an argument?,"An argument is a value that is passed between programs, subroutines or functions.",It is a fight.,0
What is an array?,"An array is a data structure consisting of a collection of elements (values or variables), each identified by at least one array index or key.",It is a list of things.,1
What is an array?,"An array is a data structure consisting of a collection of elements (values or variables), each identified by at least one array index or key.",It is a list of items stored in a specific order.,2
What is an if-statement?,"An if-statement is a programming conditional statement that, if proved true, performs a function or displays information.",It is a conditional statement that runs code if a condition is true.,2
What is an index in a database?,An index is a data structure that improves the speed of data retrieval operations on a database table at the cost of additional writes and storage space to maintain the index data structure.,It is a structure that speeds up data lookups in a table.,2
What is an index?,An index is a database structure that improves the speed of data retrieval operations on a table. It works like an index in a book to find rows quickly.,"It is a tool in a database that makes searching faster, similar to how a book index helps you find pages.",2
What is an integer?,"An integer is a datum of integral data type, a data type that represents some range of mathematical integers.",It is a whole number.,2
What is an integrated circuit?,"An integrated circuit or monolithic integrated circuit is a set of electronic circuits on one small flat piece (or 'chip') of semiconductor material, usually silicon.",It is a microchip.,2
What is an interpreter?,"An interpreter is a computer program that directly executes instructions written in a programming or scripting language, without requiring them previously to be compiled into a machine language program.",It executes code directly without compiling it first.,2
What is an object?,An object is an instance of a class in object-oriented programming. It contains data in the form of fields and code in the form of methods.,It is a specific example of a class that holds data and the code to work with that data.,2
What is an operating system?,"An operating system (OS) is system software that manages computer hardware, software resources, and provides common services for computer programs.",It runs the computer.,1
What is an undo?,Undo is a command that erases the last change done to the document reverting it to an older state.,It goes back.,1
What is bandwidth?,Bandwidth is the maximum rate of data transfer across a given path. It is often measured in bits per second.,It is how fast your internet is.,2
What is cloud computing?,"Cloud computing is the delivery of computing services—including servers, storage, databases, networking, software, and intelligence—over the Internet ('the cloud') to offer faster innovation, flexible resources, and economies of scale.",It is storing your photos on the internet.,1
What is cloud storage?,"Cloud storage is a model of computer data storage in which the digital data is stored in logical pools, said to be on 'the cloud'. The physical storage spans multiple servers and is managed by a hosting company.",It is storing files online.,2
What is concurrency?,"Concurrency is the ability of different parts or units of a program, algorithm, or problem to be executed out-of-order or in partial order, without affecting the final outcome.",It is handling multiple tasks at the same time.,2
What is data mining?,"Data mining is the process of discovering patterns, correlations, and anomalies within large datasets to predict outcomes.",It is digging for bitcoins.,0
What is data?,Data is information that has been translated into a form that is efficient for movement or processing.,It is raw information formatted so computers can use it.,2
What is debugging?,"Debugging is the process of finding and resolving bugs (defects or problems that prevent correct operation) within computer programs, software, or systems.",It is the process of fixing errors in the code.,2
What is dependency injection?,"Dependency injection is a design pattern in which an object receives other objects that it depends on, rather than creating them internally. This promotes loose coupling and makes code easier to test and maintain.",It is when you inject code into a dependency to make it work better.,0
What is email?,Electronic mail (email) is a method of exchanging messages ('mail') between people using electronic devices.,It is letters on the computer.,1
What is encapsulation?,"Encapsulation is the mechanism of wrapping the data (variables) and code acting on the data (methods) together as a single unit, and hiding the implementation details from the user.",It is bundling data and methods into a single unit and restricting access to the inner workings.,2
What is encryption?,Encryption is the process of encoding information so that only authorized parties can access it. It converts plaintext into ciphertext using an algorithm and a key.,It hides your password so no one can see it.,1
What is garbage collection?,"Garbage collection is a form of automatic memory management. The garbage collector attempts to reclaim memory which was allocated by the program, but is no longer referenced.",It is automatic memory management that frees up unused memory.,2
What is hardware?,"Hardware includes the physical parts of a computer, such as the case, central processing unit (CPU), monitor, mouse, keyboard, computer data storage, graphics card, sound card, speakers and motherboard.",It is the hard part of the computer.,1
What is inheritance?,Inheritance is a mechanism in which one object acquires all the properties and behaviors of a parent object. It represents an IS-A relationship.,It is when a class derives properties and methods from a parent class.,2
What is inheritence in Java?,Inheritance is a mechanism where a new class acquires the properties and behaviors (fields and methods) of an existing class. It promotes code reusability.,It is when a class gets money from a parent class.,0
What is inheritence?,Inheritance is a mechanism where a new class derives properties and behaviors from an existing class. It promotes code reusability.,"It is when a child class gets the features and methods of a parent class, which saves you from rewriting code.",2
What is input?,Input is data that a computer receives.,It is what you put in.,2
What is input?,Input is data that a computer receives.,It is data going in.,2
What is integration testing?,Integration testing is the phase in software testing in which individual software modules are combined and tested as a group.,It tests how different parts of the system work together.,2
What is latency in networking?,Latency is the time it takes for data to pass from one point on a network to another.,It is lag.,2
What is latency?,"Latency is the time delay between the cause and the effect of some physical change in the system being observed. In networking, it is the time it takes for data to travel from source to destination.",It is when the internet is slow.,2
What is machine learning?,Machine learning is a subset of artificial intelligence that involves training algorithms to learn patterns from data and make predictions or decisions without being explicitly programmed for every rule.,It is when robots learn.,1
What is memory management?,"Memory management is a form of resource management applied to computer memory. The essential requirement of memory management is to provide ways to dynamically allocate portions of memory to programs at their request, and free it for reuse when no longer needed.",It is managing the computer's memory allocation and deallocation.,2
What is memory?,"Computer memory is any physical device capable of storing information temporarily, like RAM, or permanently, like ROM.","It is the part of the computer that remembers data, either for a short time or forever.",2
What is method overloading?,"Method overloading is a feature that allows a class to have more than one method having the same name, if their argument lists are different.",It allows multiple methods with the same name but different parameters.,2
What is normalization in databases?,"Normalization is the process of organizing data in a database to reduce redundancy and improve data integrity. It involves dividing large tables into smaller, related tables and defining relationships between them.",Normalization is making the data look normal so that it is easy to read.,0
